etotapx4,etotapx*1000,bls_urbn,cutenure,educ_ref,inclass,marital1,region,vehq,fam_size,fincatax,fincatax*1000,age_ref,num_auto,renteqvx,inc_rank,no_earnr
7.09025,7090.25,1,1,14,9,1,1,3,3,86.9,86900,52,2,2000,0.7749,3
2.742183,2742.183,1,2,10,6,3,3,1,2,7.799,7799,70,1,850,0.0649,1
2.634133,2634.133,1,2,15,1,3,4,1,1,1.5,1500,39,1,950,0.0161,1
6.156333,6156.333,1,1,15,9,1,2,3,4,123.721,123721,37,0,1532,0.8562,2
5.85545,5855.45,1,1,12,9,1,4,8,4,107.082,107082,59,4,1100,0.8587,4
0.969067,969.067,1,2,13,5,2,3,1,1,19.539,19539,87,1,650,0.2247,0
2.338583,2338.583,1,1,12,6,3,4,2,2,38.396,38396,37,1,1100,0.4081,1
7.925521,7925.521,1,1,11,9,1,4,2,5,340.6,340600,42,0,1500,0.9935,3
4.301667,4301.667,1,1,16,7,5,4,1,1,41.496,41496,63,1,2500,0.4746,0
14.249,14249,1,1,16,9,5,2,1,2,70.014,70014,24,0,1200,0.7879,2
25.67575,25675.75,1,1,16,9,1,3,4,3,154.444,154444,54,2,2600,0.9685,2
10.5564,10556.4,1,1,15,9,1,4,2,2,129.82,129820,72,1,2500,0.9106,1
12.4353,12435.3,1,1,14,8,3,1,1,3,59.446,59446,62,1,2000,0.6131,3
7.831314,7831.314,1,1,15,9,3,3,2,1,34,34000,57,1,1100,0.3937,1
5.72615,5726.15,1,2,12,6,1,4,5,2,35.761,35761,70,2,2500,0.4253,0
6.487,6487,1,2,13,7,5,1,3,1,36.716,36716,51,0,400,0.4968,1
6.63905,6639.05,2,2,13,5,1,3,2,3,22.465,22465,51,1,200,0.2611,1
14.59525,14595.25,1,1,13,9,5,3,1,4,69.875,69875,25,0,1000,0.7083,2
12.5298,12529.8,1,2,15,9,1,1,2,5,122.8,122800,46,1,1525,0.8836,2
30.153,30153,1,1,12,9,1,1,4,4,167.495,167495,55,2,900,0.951,4
23.1717,23171.7,1,2,15,6,3,2,4,2,34.399,34399,70,3,900,0.3665,1
26.39775,26397.75,2,1,13,8,1,3,3,3,55.356,55356,37,0,800,0.6186,2
10.77515,10775.15,1,1,13,8,1,3,2,3,67.92,67920,37,1,1250,0.6777,2
29.101315,29101.315,1,1,16,9,1,3,1,3,348.804,348804,33,0,900,0.9791,2
28.5166,28516.6,1,1,16,9,1,4,5,5,97.408,97408,57,0,2000,0.8988,5
5.562,5562,1,1,13,6,3,2,2,1,34.468,34468,47,1,500,0.377,1
11.90005,11900.05,1,2,13,9,1,2,6,3,76.655,76655,57,3,1323,0.7717,3
33.239,33239,1,1,15,9,1,1,4,4,122.576,122576,48,3,1500,0.938,2
7.03155,7031.55,1,2,10,8,1,2,1,4,52.052,52052,87,1,350,0.5689,1
24.57925,24579.25,1,2,13,9,1,2,2,3,112.813,112813,62,1,1200,0.8885,2
22.0915,22091.5,1,1,13,9,5,3,1,1,114.455,114455,29,0,1800,0.9108,1
14.4942,14494.2,1,1,16,4,2,4,1,1,16.691,16691,70,0,2000,0.1872,0
14.7159,14715.9,1,1,13,6,1,3,2,2,31.91,31910,63,1,1200,0.4288,1
13.95475,13954.75,1,1,14,9,3,4,5,1,71.65,71650,45,1,1200,0.8026,1
24.3722,24372.2,1,2,12,9,1,1,8,3,85.31,85310,52,0,893,0.7754,3
14.322,14322,1,1,14,7,2,3,2,3,43.751,43751,45,1,1100,0.4973,0
13.5844,13584.4,1,1,15,6,1,1,1,3,36.548,36548,70,1,1000,0.404,0
30.967,30967,1,2,15,9,1,1,3,2,71.838,71838,68,1,5039,0.7164,0
16.20825,16208.25,1,1,15,9,1,3,2,2,95.827,95827,53,2,1000,0.8271,2
15.4295,15429.5,1,1,14,8,2,1,1,1,51.119,51119,60,1,2000,0.5862,1
6.489,6489,1,2,14,8,1,2,2,2,55,55000,72,1,1400,0.5899,1
3.9037,3903.7,1,2,14,4,3,3,1,1,15.659,15659,66,1,1136,0.1723,0
15.0394,15039.4,1,2,16,8,1,1,0,2,67.743,67743,74,0,2200,0.6825,0
9.041564,9041.564,1,2,12,9,1,3,3,2,221.35,221350,60,1,1500,0.9762,1
8.45575,8455.75,1,1,13,7,3,3,3,2,43.969,43969,30,1,800,0.4906,1
8.6245,8624.5,1,1,12,8,5,3,0,2,55,55000,23,0,1400,0.5931,1
12.14045,12140.45,1,2,13,8,5,1,1,2,58.952,58952,48,1,5039,0.6228,0
19.27875,19278.75,1,1,16,9,1,3,1,2,109.355,109355,56,1,1718,0.8852,2
16.323,16323,1,1,15,9,2,2,2,2,77.635,77635,55,2,1700,0.7695,2
11.637314,11637.314,1,1,16,9,5,1,0,1,292.304,292304,59,0,5039,0.9773,1
6.1522,6152.2,1,2,16,4,3,4,1,1,15.771,15771,65,1,1700,0.1738,0
25.3922,25392.2,1,1,15,9,1,1,2,3,150.91,150910,54,1,1800,0.9505,2
20.346464,20346.464,1,2,15,9,1,3,1,2,46.978,46978,59,1,2000,0.5158,2
10.1739,10173.9,2,2,12,7,1,3,2,2,45.998,45998,69,1,500,0.5294,0
8.89,8890,1,1,14,6,4,1,1,3,45,45000,51,0,2076,0.4213,0
12.4235,12423.5,1,1,11,8,3,3,2,1,53.804,53804,45,0,1700,0.5687,1
8.09495,8094.95,1,2,12,5,2,1,2,1,28.18,28180,69,1,1400,0.3325,1
14.8909,14890.9,1,1,16,9,1,1,3,3,108,108000,39,2,1000,0.8493,2
24.359,24359,1,1,15,9,1,1,2,2,142.93,142930,28,2,2000,0.9206,2
17.06855,17068.55,1,1,12,9,1,4,1,2,77.724,77724,66,0,1250,0.7585,2
2.6692,2669.2,1,2,10,3,2,3,1,1,11.345,11345,87,1,800,0.1131,0
10.655,10655,1,2,13,6,1,3,3,2,19.3,19300,75,2,2500,0.223,0
15.97175,15971.75,1,1,16,9,1,3,1,4,96.9,96900,51,0,2286,0.8117,1
5.5347,5534.7,2,1,12,1,2,3,2,1,1.918,1918,65,1,600,0.0182,0
21.25425,21254.25,1,1,16,9,1,3,2,5,102.6,102600,35,1,2300,0.8254,2
13.29425,13294.25,1,1,13,9,3,4,1,1,58.757,58757,57,0,1000,0.6906,1
18.61525,18615.25,1,1,14,8,5,1,4,1,45.092,45092,24,1,2000,0.548,1
4.2816,4281.6,1,1,13,4,5,2,1,1,18.79,18790,46,0,300,0.2148,1
9.064,9064,1,2,14,5,1,3,1,2,24.999,24999,63,1,2500,0.2941,0
20.5585,20558.5,1,1,15,9,1,1,2,4,131.621,131621,51,2,1500,0.8802,2
10.55275,10552.75,1,2,11,3,1,3,2,7,14.379,14379,31,0,1000,0.1587,1
17.540064,17540.064,1,1,15,9,1,1,2,4,143,143000,43,1,1900,0.9205,2
5.372,5372,1,2,11,7,1,4,4,2,43.611,43611,68,1,700,0.4859,0
13.698,13698,1,1,15,8,1,3,1,2,63,63000,48,1,1200,0.6492,2
17.849,17849,1,1,12,9,5,1,6,4,93,93000,31,1,1200,0.7882,2
11.2555,11255.5,1,1,13,8,2,2,3,3,48.6,48600,50,3,500,0.5518,3
18.975815,18975.815,1,2,15,8,1,4,1,3,0.03,30,30,0,1500,0.0036,2
13.915,13915,1,1,12,8,1,3,3,3,63.8,63800,55,2,1121,0.6527,3
12.50575,12505.75,1,1,16,8,3,2,2,1,71.25,71250,50,1,1200,0.6856,1
27.463314,27463.314,1,2,16,9,5,3,1,1,150,150000,61,1,3000,0.9325,1
8.305814,8305.814,1,1,16,9,5,4,1,1,24.3,24300,59,1,1200,0.3995,1
9.9117,9911.7,1,2,10,7,1,3,3,2,45.392,45392,58,0,950,0.5124,2
13.0732,13073.2,1,2,16,9,1,3,2,2,181.228,181228,63,2,2000,0.9225,2
35.4682,35468.2,1,2,15,9,2,2,1,1,125.229,125229,77,1,1128,0.8683,0
20.55475,20554.75,1,1,15,9,1,3,2,5,97.213,97213,51,1,1500,0.8429,2
10.75925,10759.25,1,1,16,8,1,1,0,2,70.2,70200,45,0,5039,0.6736,2
13.804,13804,1,1,12,9,3,4,8,2,67.95,67950,43,2,1600,0.7618,2
18.678,18678,1,1,14,9,1,3,3,5,78.35,78350,31,0,1100,0.7541,1
8.74495,8744.95,1,1,15,9,1,3,0,2,86,86000,36,0,1100,0.7842,2
18.061,18061,1,1,15,9,1,4,8,3,114.721,114721,47,0,1055,0.8722,2
13.7184,13718.4,1,2,15,8,1,1,4,5,62.5,62500,47,2,1200,0.6118,2
24.60995,24609.95,1,2,15,9,3,4,2,2,76.401,76401,53,2,3000,0.7522,1
15.8205,15820.5,1,2,14,9,1,1,2,2,134.62,134620,57,1,1500,0.908,1
7.28705,7287.05,1,1,15,5,3,3,1,1,21.7,21700,53,1,850,0.2787,1
22.671314,22671.314,2,1,15,9,1,3,1,5,175,175000,42,0,1000,0.9581,1
16.4435,16443.5,1,1,15,9,1,2,2,4,98.379,98379,36,0,800,0.8446,2
5.15715,5157.15,2,2,10,6,1,2,1,11,34,34000,32,0,277,0.3954,1
4.8759,4875.9,1,2,15,8,5,3,3,3,63.174,63174,42,2,1400,0.6509,1
7.08,7080,1,1,12,6,1,3,2,2,32.914,32914,28,1,1000,0.3917,2
4.0647,4064.7,1,2,10,4,2,3,3,2,18.359,18359,87,2,750,0.2114,0
24.0465,24046.5,1,1,15,9,1,2,4,6,81.76,81760,41,1,1000,0.7674,2
27.3555,27355.5,1,1,17,9,1,3,2,3,140,140000,46,1,1800,0.9165,2
14.3775,14377.5,1,1,13,9,1,3,4,4,93.86,93860,41,2,1000,0.8306,3
12.61155,12611.55,1,1,12,8,1,4,5,3,5.288,5288,67,1,5039,0.6016,2
4.8242,4824.2,2,2,13,5,2,2,1,1,25.074,25074,74,1,175,0.2998,0
11.4476,11447.6,1,2,13,9,1,3,1,2,58.838,58838,69,0,1000,0.6206,1
13.92,13920,1,1,13,5,3,3,1,1,22.652,22652,63,1,1800,0.2607,0
25.4521,25452.1,1,2,14,9,1,1,2,5,84.742,84742,50,1,1200,0.7492,3
6.33675,6336.75,1,1,10,6,1,4,2,3,28.52,28520,48,2,1431,0.3557,1
20.7383,20738.3,1,2,13,9,1,2,2,4,75.634,75634,56,2,1600,0.7303,4
16.36855,16368.55,1,1,16,8,3,3,3,3,45.781,45781,58,3,1500,0.5234,3
12.32215,12322.15,1,2,15,6,1,2,3,2,33.094,33094,77,2,3000,0.3717,1
21.0117,21011.7,1,1,14,9,1,2,6,4,101,101000,45,2,1300,0.8282,3
23.0555,23055.5,1,1,11,9,1,4,3,5,84.282,84282,36,0,1700,0.811,1
31.32675,31326.75,1,1,16,9,1,3,1,2,159.899,159899,33,1,3000,0.9643,2
16.16225,16162.25,1,1,15,9,1,4,3,4,109.2,109200,38,0,1700,0.8531,2
20.9685,20968.5,1,1,16,9,1,1,2,2,151,151000,60,1,2200,0.9251,2
16.389,16389,1,2,12,8,1,3,3,2,62.02,62020,62,0,2000,0.644,0
6.091,6091,1,1,12,5,1,2,1,5,24,24000,41,1,800,0.2791,1
14.04325,14043.25,1,1,15,9,1,3,2,6,94.8,94800,34,1,1200,0.825,2
5.22415,5224.15,1,2,12,6,5,3,2,3,37.256,37256,45,2,650,0.4346,1
15.776,15776,1,1,15,5,3,3,3,2,20.747,20747,44,0,900,0.2408,1
21.9195,21919.5,1,2,11,8,2,3,4,3,54.899,54899,47,0,900,0.6239,2
11.8765,11876.5,1,1,15,8,1,1,2,3,76,76000,52,1,1700,0.6701,2
20.973314,20973.314,1,2,15,9,1,2,3,2,291.977,291977,55,2,1800,0.9934,1
5.446,5446,1,1,12,4,1,3,2,6,16.8,16800,37,0,350,0.2132,1
9.60725,9607.25,1,1,12,9,2,3,2,3,78.154,78154,58,0,1200,0.7739,2
11.393,11393,1,1,13,7,3,3,1,1,40,40000,58,1,1600,0.4553,1
21.7365,21736.5,1,1,15,9,1,3,3,5,129.362,129362,32,1,1300,0.9022,3
8.85275,8852.75,1,1,13,8,5,2,2,4,32.013,32013,29,0,400,0.1907,2
16.22325,16223.25,1,1,14,9,3,4,2,2,95.137,95137,54,1,2300,0.8196,2
21.30225,21302.25,1,1,15,9,1,1,2,3,143.1,143100,32,1,2000,0.9139,2
3.9614,3961.4,1,2,11,5,1,2,2,2,22.126,22126,87,1,500,0.257,0
8.856,8856,1,2,15,8,1,2,2,2,48.504,48504,60,1,1500,0.5947,1
6.4408,6440.8,2,2,12,6,1,2,4,5,34,34000,43,2,494,0.3976,3
13.9624,13962.4,1,2,15,9,1,4,3,2,183.155,183155,70,2,1800,0.9988,0
19.2761,19276.1,1,2,16,9,1,3,2,4,100.05,100050,46,0,1200,0.8381,1
6.56075,6560.75,1,1,14,8,1,2,1,2,70,70000,48,1,600,0.6847,2
10.48575,10485.75,1,1,13,8,1,3,1,3,62.418,62418,23,0,1000,0.6781,1
17.821,17821,1,1,10,8,3,4,3,2,64.196,64196,58,2,1800,0.6566,1
2.2102,2210.2,1,2,11,4,5,3,1,1,13.104,13104,66,0,700,0.1396,0
11.2595,11259.5,1,1,16,9,1,1,5,2,82.974,82974,54,2,1200,0.7684,2
31.973,31973,1,2,14,9,1,4,5,7,129.882,129882,45,3,1400,0.9186,4
16.56525,16565.25,1,2,12,8,1,4,2,2,51.883,51883,66,2,2200,0.6221,2
4.83445,4834.45,1,2,14,7,3,4,2,2,31.687,31687,56,1,1000,0.4101,2
60.23475,60234.75,1,1,15,1,1,2,7,3,-41.262,-41262,54,3,5039,0.0003,2
10.4555,10455.5,1,1,13,8,5,2,4,2,71.6,71600,29,2,1200,0.6779,2
5.6079,5607.9,1,1,12,7,5,1,1,2,8.4,8400,35,1,400,0.0721,1
5.2604,5260.4,1,2,12,6,1,4,1,2,36.616,36616,87,1,1000,0.4255,0
8.1152,8115.2,1,1,12,7,5,3,2,2,34,34000,58,0,1500,0.396,2
19.8515,19851.5,1,1,13,9,3,1,2,1,78,78000,61,1,1800,0.8332,1
6.7648,6764.8,1,2,12,6,1,3,1,2,33.294,33294,70,1,800,0.405,1
19.236,19236,1,1,15,9,3,4,2,1,83.375,83375,52,0,1500,0.8288,1
11.40125,11401.25,1,1,15,8,5,2,1,1,54.571,54571,45,1,800,0.6531,1
23.3183,23318.3,1,2,14,9,1,4,11,2,99.139,99139,50,2,1200,0.8703,2
6.17,6170,1,1,12,6,3,2,2,1,39.14,39140,57,0,500,0.4413,1
12.058,12058,1,1,15,7,5,3,1,1,40,40000,39,1,1400,0.4614,1
10.12725,10127.25,1,1,14,9,1,3,2,2,79,79000,58,0,1000,0.7477,2
13.039114,13039.114,1,1,11,9,1,4,3,6,71.34,71340,43,1,1250,0.6439,2
11.237,11237,1,1,15,8,1,2,2,3,49.449,49449,25,1,1000,0.6105,2
8.2862,8286.2,1,1,15,5,3,4,1,1,22.979,22979,64,1,1200,0.2648,0
171.457314,171457.314,1,2,15,9,1,3,3,2,214.729,214729,62,0,5039,0.9981,1
9.516564,9516.564,1,2,15,9,5,2,1,1,60,60000,52,0,1200,0.6307,1
17.54825,17548.25,1,1,13,8,1,3,4,5,58,58000,53,2,1000,0.552,1
11.54455,11544.55,1,1,12,9,1,1,2,3,106.664,106664,54,2,1200,0.8551,2
12.22115,12221.15,1,2,14,9,1,3,10,6,71.332,71332,52,1,1300,0.7115,3
15.1,15100,1,1,16,9,3,4,2,1,55.906,55906,62,0,850,0.6954,1
6.4812,6481.2,1,1,11,4,1,2,1,2,18.875,18875,58,1,900,0.2155,0
5.2349,5234.9,2,2,12,1,1,3,3,3,4.223,4223,49,1,300,0.0391,0
20.2455,20245.5,1,1,16,8,5,1,1,1,60.9,60900,47,1,1100,0.6346,1
14.08535,14085.35,1,2,11,8,1,3,3,2,58.559,58559,49,0,1100,0.6521,2
14.081214,14081.214,1,2,15,9,1,3,0,2,186.974,186974,70,0,2000,0.9622,2
1.941,1941,1,2,11,2,2,3,2,1,6.622,6622,87,1,1000,0.0524,0
15.5699,15569.9,1,1,15,9,5,3,1,2,64.172,64172,39,1,2200,0.7243,1
16.90775,16907.75,1,2,16,9,1,3,4,2,146.5,146500,58,1,1500,0.923,1
11.29575,11295.75,1,1,13,9,1,4,2,2,68.219,68219,56,1,1100,0.7028,2
21.9355,21935.5,1,1,15,9,1,4,2,4,134.25,134250,39,0,1200,0.9083,2
14.0814,14081.4,1,2,13,9,1,3,5,2,77.438,77438,73,2,1500,0.766,0
17.10825,17108.25,1,1,12,8,1,4,1,2,60.923,60923,49,0,1200,0.6431,2
7.3019,7301.9,1,2,12,4,1,1,3,3,19.854,19854,80,0,1200,0.2238,0
11.12025,11120.25,1,1,14,8,1,2,2,3,55,55000,46,1,1200,0.5935,1
6.3755,6375.5,1,1,12,6,3,2,4,1,28.071,28071,47,1,400,0.3741,1
12.67425,12674.25,1,2,17,9,1,2,2,2,85.522,85522,73,1,1426,0.7815,1
32.9945,32994.5,1,1,15,9,1,3,3,3,175.229,175229,37,2,2500,0.9693,2
17.8145,17814.5,1,1,12,9,1,2,5,4,115.6,115600,38,2,700,0.8749,3
16.82895,16828.95,1,1,15,8,3,3,1,1,43.87,43870,61,0,1200,0.6124,1
8.769,8769,1,2,12,6,1,1,2,2,32.24,32240,50,0,600,0.4118,1
8.5495,8549.5,1,2,15,6,1,1,2,2,29.499,29499,58,1,1000,0.3863,2
20.379514,20379.514,1,1,15,9,5,1,1,2,151.299,151299,48,0,1100,0.9372,1
15.1393,15139.3,1,1,15,9,1,2,3,3,116.515,116515,28,1,1000,0.8898,3
6.6005,6600.5,1,1,11,4,5,2,2,2,12.8,12800,63,0,600,0.1296,1
10.15925,10159.25,1,1,12,6,1,1,1,3,36.945,36945,43,1,1500,0.3844,2
113.028814,113028.814,1,1,15,9,1,1,6,2,433.545,433545,72,3,5039,0.998,2
9.12595,9125.95,1,1,12,6,1,3,1,4,38.265,38265,44,1,800,0.3977,1
11.9845,11984.5,1,2,14,9,1,3,1,2,76.44,76440,54,0,1500,0.7228,1
5.4232,5423.2,1,2,13,4,2,2,1,1,16.799,16799,69,1,1280,0.1879,0
9.9123,9912.3,1,1,13,7,5,4,1,4,42.927,42927,23,0,2000,0.5012,4
21.6273,21627.3,1,1,16,9,1,1,2,4,95.353,95353,41,0,1400,0.8716,3
12.4094,12409.4,1,1,12,5,1,3,1,2,31.718,31718,66,0,2300,0.338,0
4.5775,4577.5,2,1,11,5,2,3,2,2,21.028,21028,79,2,550,0.2443,0
9.94555,9945.55,1,2,11,8,1,1,1,3,60.351,60351,75,1,1000,0.635,1
9.0879,9087.9,1,2,12,8,1,2,3,2,62.21,62210,71,2,1400,0.6417,1
25.797,25797,1,1,12,9,1,1,3,5,160.526,160526,44,1,3000,0.9368,1
16.561,16561,1,1,16,9,1,3,3,2,106.75,106750,30,3,2200,0.8527,2
4.5482,4548.2,2,2,12,5,2,3,1,1,24.959,24959,80,0,500,0.2936,0
6.45775,6457.75,1,2,12,5,1,3,3,2,24.667,24667,69,1,500,0.2913,1
9.6255,9625.5,1,1,13,6,3,3,1,3,41.8,41800,43,0,1270,0.4211,1
11.4927,11492.7,1,1,12,3,3,3,2,2,12.159,12159,66,2,600,0.1212,1
22.218064,22218.064,1,1,13,8,1,3,1,2,17.46,17460,57,1,5039,0.3554,2
16.3116,16311.6,1,1,12,8,1,3,3,3,48,48000,48,1,1900,0.5512,3
6.527,6527,2,1,13,4,5,3,0,1,13.891,13891,30,0,600,0.1628,1
27.30925,27309.25,1,2,15,9,1,1,4,5,234.398,234398,46,0,2700,0.9827,2
11.23415,11234.15,1,2,12,7,2,1,2,2,18.131,18131,74,1,900,0.2082,1
14.69645,14696.45,1,1,11,9,5,2,1,4,69.563,69563,31,1,650,0.7968,2
11.4782,11478.2,1,1,12,8,5,4,2,5,62.9,62900,26,2,1250,0.6484,5
12.3039,12303.9,1,2,15,9,1,3,2,2,109,109000,65,1,1246,0.8561,2
22.87075,22870.75,1,1,13,9,1,4,2,4,98.949,98949,39,1,1800,0.835,2
26.2575,26257.5,2,2,15,8,1,4,3,2,55.373,55373,64,2,1000,0.5597,2
19.0322,19032.2,1,1,16,7,1,4,2,2,48.08,48080,62,1,1200,0.538,0
11.703,11703,1,1,13,3,1,1,1,2,11.687,11687,68,0,1000,0.1125,0
23.17125,23171.25,1,1,16,9,5,1,1,1,76.704,76704,46,1,2000,0.7096,1
8.2542,8254.2,1,2,17,3,2,2,1,1,13.875,13875,72,1,1411,0.1458,0
6.0442,6044.2,1,2,12,3,3,3,2,2,13.737,13737,71,1,861,0.1109,0
10.7697,10769.7,1,1,10,6,1,3,2,4,33.434,33434,60,1,800,0.4091,1
10.248,10248,1,1,15,8,5,3,1,1,65.009,65009,46,1,1000,0.6397,1
9.43165,9431.65,1,1,14,9,1,3,2,4,91.4,91400,31,0,800,0.7833,2
12.3092,12309.2,1,1,15,2,1,3,5,2,8.608,8608,64,1,900,0.0751,0
10.729,10729,2,1,13,2,5,2,1,1,7,7000,45,0,879,0.0559,1
18.44825,18448.25,1,1,13,9,1,2,4,6,71.623,71623,43,2,1200,0.7064,3
9.778,9778,1,1,13,1,1,3,2,4,1.46,1460,38,1,1100,0.0153,0
13.109,13109,2,1,13,8,1,3,3,2,58.61,58610,31,0,320,0.6147,2
8.60305,8603.05,1,1,13,6,3,2,1,1,34.1,34100,57,1,1200,0.4015,1
11.85125,11851.25,1,2,12,6,1,2,2,3,29.406,29406,46,1,1200,0.3755,2
23.883714,23883.714,1,2,16,9,1,3,1,2,399.783,399783,68,0,3000,0.9952,1
21.19725,21197.25,1,2,16,9,1,3,3,3,117.423,117423,56,0,1000,0.8389,1
48.197665,48197.665,1,1,13,9,1,4,17,4,173.151,173151,54,3,5039,0.9621,3
7.3494,7349.4,1,2,12,8,1,3,2,2,62.282,62282,69,0,750,0.6485,0
8.75575,8755.75,2,1,11,6,3,2,1,2,39,39000,50,1,800,0.4472,2
33.6854,33685.4,1,2,15,7,1,2,2,2,45.436,45436,69,2,1300,0.498,0
11.643,11643,1,1,15,9,1,3,3,3,93.584,93584,44,0,800,0.7998,2
8.8572,8857.2,1,2,12,7,2,3,1,1,42.1,42100,87,1,1100,0.4774,0
13.8892,13889.2,1,2,13,8,1,2,3,4,43.282,43282,79,1,1000,0.4969,2
14.1194,14119.4,1,2,13,8,1,4,3,2,68.03,68030,71,0,1,0.6744,0
9.7262,9726.2,1,1,13,8,2,2,1,1,51.429,51429,79,1,1156,0.5639,0
20.85825,20858.25,1,1,13,9,1,3,4,5,86,86000,59,3,900,0.7831,2
19.357,19357,1,1,16,9,1,2,2,6,157.08,157080,41,0,1000,0.9467,2
10.4905,10490.5,1,1,12,9,1,3,2,3,77.59,77590,54,2,600,0.7098,3
15.807,15807,1,1,12,7,2,2,1,3,46.4,46400,50,0,1000,0.5035,0
9.882265,9882.265,1,2,14,9,1,4,2,6,78.55,78550,27,0,1500,0.7195,3
14.462,14462,1,1,13,8,1,4,3,5,51.345,51345,52,2,1800,0.5741,2
6.4917,6491.7,1,1,12,2,1,3,2,2,8.352,8352,87,1,905,0.0714,0
10.86725,10867.25,1,2,15,9,1,3,1,2,84,84000,56,0,3000,0.7748,1
3.8562,3856.2,1,2,12,5,2,3,1,1,19.199,19199,80,1,1500,0.2212,0
7.50935,7509.35,1,1,13,9,3,3,2,3,61.561,61561,67,2,700,0.6536,3
7.8362,7836.2,1,2,14,8,1,2,5,2,51.718,51718,65,1,1400,0.5648,0
4.4274,4427.4,1,2,10,5,1,3,0,2,22.798,22798,87,0,550,0.2619,0
13.3747,13374.7,1,2,12,9,2,4,3,4,71.639,71639,87,2,1200,0.6807,2
13.19365,13193.65,1,1,15,9,1,3,2,2,61.199,61199,61,1,1737,0.6399,2
18.04925,18049.25,1,1,10,8,1,4,3,4,56.369,56369,53,2,1800,0.6681,2
6.449314,6449.314,1,2,12,9,1,3,2,6,292.48,292480,47,1,250,0.9842,1
17.098,17098,1,1,13,9,1,4,1,3,102,102000,45,0,1200,0.8434,2
15.98875,15988.75,1,2,13,9,1,3,3,3,110,110000,37,3,1500,0.8669,2
7.39875,7398.75,1,2,11,8,1,2,5,3,45.8,45800,50,1,1200,0.5172,3
22.874,22874,1,1,15,9,1,1,2,2,79.6,79600,45,1,2281,0.7528,2
3.4427,3442.7,2,2,12,4,2,3,1,1,15.263,15263,77,1,750,0.1854,1
11.09145,11091.45,1,1,12,6,5,3,3,2,36.399,36399,50,0,900,0.4247,1
9.7432,9743.2,2,1,11,8,1,3,2,4,49.539,49539,65,2,668,0.5583,2
11.95845,11958.45,1,1,15,9,1,2,4,9,66.942,66942,39,3,800,0.6586,4
20.1035,20103.5,1,1,13,9,1,3,2,2,74.989,74989,22,1,1000,0.6891,2
3.8548,3854.8,1,1,11,3,1,3,1,4,0.55,550,31,1,500,0.007,1
3.9362,3936.2,1,2,12,4,3,,3,1,16.025,16025,49,1,300,0.1839,1
8.026,8026,2,1,16,8,2,3,3,2,42.577,42577,55,3,500,0.5594,2
18.24925,18249.25,1,1,15,8,1,2,2,4,66,66000,53,1,1500,0.6657,3
12.5762,12576.2,1,1,12,9,1,3,1,4,80.4,80400,43,0,1400,0.7204,1
9.675,9675,1,1,15,6,1,2,3,2,31.525,31525,53,3,1200,0.3436,1
12.698,12698,1,1,13,8,3,2,3,1,55.7,55700,56,0,900,0.5884,1
33.219314,33219.314,1,1,15,9,1,3,4,4,418.595,418595,45,2,2000,0.9945,4
11.4547,11454.7,1,1,15,8,2,1,2,2,63.141,63141,71,2,1000,0.6754,1
11.56395,11563.95,1,1,11,9,3,4,1,4,98.5,98500,39,0,2000,0.8256,2
14.5815,14581.5,1,2,12,9,1,1,5,4,34.823,34823,70,2,750,0.4278,1
22.324314,22324.314,1,1,15,9,3,3,1,1,126.878,126878,62,0,1500,0.9276,1
4.88,4880,1,1,10,2,3,4,2,1,7,7000,55,2,1200,0.0555,1
16.9755,16975.5,1,1,15,9,5,1,1,2,123.971,123971,28,1,1600,0.9064,2
19.4135,19413.5,1,1,13,9,1,3,4,3,87.15,87150,30,1,1300,0.8319,2
10.3662,10366.2,1,2,15,5,1,3,1,2,26.273,26273,68,1,900,0.3144,0
10.92875,10928.75,2,1,16,8,1,2,3,2,54.001,54001,32,1,545,0.6384,2
2.19075,2190.75,1,2,11,4,1,4,1,2,18.377,18377,45,0,600,0.2166,1
17.123,17123,1,1,12,9,1,4,5,3,95.59,95590,24,0,1800,0.8309,2
15.34025,15340.25,1,2,15,9,1,3,2,2,137.548,137548,62,2,700,0.9188,1
7.587267,7587.267,1,2,17,9,1,1,2,2,152.299,152299,70,2,5039,0.9979,0
28.218376,28218.376,1,2,13,8,1,4,1,5,55.2,55200,58,0,2500,0.6004,1
12.511876,12511.876,1,1,15,9,4,4,0,1,150,150000,59,0,2945,0.9335,1
16.182167,16182.167,1,1,12,9,5,1,7,2,130,130000,32,1,1300,0.903,2
5.1236,5123.6,1,1,15,5,1,3,2,2,24.169,24169,79,0,1200,0.2646,0
6.6848,6684.8,1,2,14,9,1,4,2,2,81.175,81175,63,2,2600,0.7581,0
11.565033,11565.033,1,1,15,9,1,4,2,4,131.347,131347,39,1,1800,0.9358,2
0.9933,993.3,1,2,11,1,2,3,1,1,2.176,2176,87,1,700,0.0228,0
5.833633,5833.633,1,1,15,5,3,3,1,1,23.747,23747,65,1,1200,0.2685,1
6.286967,6286.967,2,1,14,7,3,3,1,1,44.338,44338,76,0,700,0.5415,1
5.0978,5097.8,1,2,12,5,2,3,1,1,20.687,20687,74,1,1200,0.2401,1
29.504343,29504.343,1,1,16,9,1,4,2,2,460.356,460356,67,2,5039,0.9925,1
2.154467,2154.467,1,2,11,4,5,1,2,1,19.587,19587,81,2,400,0.225,0
12.634667,12634.667,1,1,12,8,1,3,2,6,70.721,70721,27,2,1000,0.5876,2
