etotapx4,etotapx*1000,bls_urbn,cutenure,educ_ref,inclass,marital1,region,vehq,fam_size,fincatax,fincatax*1000,age_ref,num_auto,renteqvx,inc_rank,no_earnr
13.185788,13185.788,1,1,11,9,1,4,2,8,55,55000,78,0,2500,0.5949,3
4.804,4804,1,1,15,9,1,3,3,2,88.002,88002,41,2,1750,0.7928,2
5.949483,5949.483,1,2,17,7,5,3,2,1,39.394,39394,67,1,600,0.4638,1
5.759967,5759.967,1,2,12,9,1,3,3,2,78.045,78045,68,1,1200,0.7338,0
2.854417,2854.417,1,1,12,7,3,1,1,1,35.873,35873,63,1,900,0.4617,1
7.211855,7211.855,1,1,14,9,5,4,7,7,72.5,72500,39,3,2000,0.7204,2
5.455883,5455.883,1,1,14,8,1,1,1,7,42.72,42720,41,0,2500,0.6038,2
0.636417,636.417,1,2,10,2,2,3,1,1,8.099,8099,77,0,400,0.0688,0
3.848467,3848.467,1,1,12,7,1,3,3,2,41.978,41978,66,0,1300,0.475,0
1.601067,1601.067,1,2,13,6,3,4,0,2,32.047,32047,87,0,1000,0.3548,0
8.754417,8754.417,2,2,16,9,1,3,3,2,86.213,86213,53,1,750,0.9577,2
5.020533,5020.533,1,1,14,9,1,2,2,5,100,100000,34,1,1300,0.8375,1
4.609783,4609.783,1,1,14,9,5,4,3,4,48.629,48629,45,1,1541,0.5729,2
12.091,12091,1,1,15,9,1,3,4,3,139.927,139927,55,2,1500,0.9508,3
6.083917,6083.917,1,2,13,3,1,4,2,2,10,10000,60,2,2500,0.0899,2
3.010383,3010.383,2,1,12,3,4,3,1,1,26.84,26840,36,1,450,0.3053,1
2.38075,2380.75,1,2,16,9,5,2,1,1,66.03,66030,42,0,900,0.8012,1
8.364667,8364.667,1,2,16,9,1,1,3,3,166,166000,53,2,1500,0.9569,2
2.648,2648,1,1,12,8,1,3,2,3,55,55000,33,1,800,0.5915,1
6.973271,6973.271,1,1,13,9,5,3,5,2,319.197,319197,58,5,3000,0.9708,2
16.312655,16312.655,1,2,16,9,1,4,3,2,836.656,836656,66,2,2500,0.9886,1
2.150267,2150.267,1,1,12,5,5,3,1,2,31.8,31800,24,1,990,0.3668,1
4.862833,4862.833,1,1,12,9,1,2,3,2,87.268,87268,45,1,1100,0.8172,2
1.269067,1269.067,1,2,13,5,2,4,1,1,26.084,26084,87,1,2500,0.3099,0
6.974667,6974.667,1,1,16,9,1,4,2,4,107.994,107994,47,2,1600,0.84,2
10.102767,10102.767,1,2,15,9,3,3,2,2,30.2,30200,62,0,1000,0.3506,2
7.092933,7092.933,1,2,12,7,1,3,1,5,49.576,49576,42,1,800,0.4958,2
1.217583,1217.583,1,1,12,6,3,2,1,1,30,30000,56,1,450,0.3452,1
3.28615,3286.15,1,2,12,9,1,1,2,3,153.475,153475,50,0,1035,0.929,3
0.763317,763.317,1,2,13,4,2,3,1,1,4.799,4799,87,1,890,0.0426,0
3.543233,3543.233,1,1,12,8,1,1,2,2,33.998,33998,30,1,1400,0.3943,2
2.3498,2349.8,1,1,14,3,1,3,0,2,9.879,9879,72,0,650,0.0917,0
1.38975,1389.75,1,1,15,3,1,4,0,2,10,10000,74,0,1500,0.0905,1
4.696833,4696.833,1,1,15,8,5,1,1,1,52.75,52750,51,1,1500,0.6332,1
9.797667,9797.667,1,1,12,9,1,2,5,4,129.415,129415,52,2,1200,0.8975,3
3.578917,3578.917,1,1,14,9,1,2,3,2,74,74000,54,1,600,0.7131,1
11.7805,11780.5,1,1,14,9,1,3,2,3,153.968,153968,51,0,1350,0.9535,2
5.359417,5359.417,1,1,12,9,1,3,2,4,80.8,80800,34,1,1100,0.7134,2
1.605733,1605.733,1,1,13,5,2,3,1,2,12.443,12443,74,0,400,0.1251,0
2.260667,2260.667,1,1,12,6,5,4,1,1,32.184,32184,50,0,950,0.3704,0
2.1414,2141.4,1,2,13,8,2,4,1,2,51.799,51799,87,1,2000,0.5651,1
5.24165,5241.65,2,1,13,9,1,3,5,3,25.069,25069,42,3,850,0.3033,2
6.22,6220,1,1,13,9,3,4,4,1,96,96000,33,0,1600,0.8217,1
6.666667,6666.667,1,1,15,6,1,4,2,2,40.3,40300,40,0,900,0.4398,2
2.747017,2747.017,1,1,15,6,5,3,1,1,34.24,34240,40,0,700,0.4024,1
4.57475,4574.75,1,1,11,9,1,3,2,4,86.886,86886,42,1,1300,0.7569,4
1.382567,1382.567,1,2,10,5,1,4,1,3,29.613,29613,79,1,1300,0.3403,0
1.690633,1690.633,2,2,12,5,1,4,4,2,21.598,21598,73,0,2000,0.2493,0
6.94025,6940.25,1,1,16,9,5,4,5,3,98.5,98500,38,3,550,0.8307,2
8.908771,8908.771,1,1,14,8,1,1,1,4,34,34000,54,0,2000,0.3972,1
4.61345,4613.45,1,1,15,9,1,2,4,4,43.61,43610,32,1,800,0.5578,2
9.944467,9944.467,1,2,16,8,1,3,1,2,65.595,65595,76,1,2000,0.6833,0
5.006083,5006.083,1,1,16,9,3,3,1,1,101.224,101224,63,1,1000,0.9236,1
8.289667,8289.667,1,1,15,9,1,4,4,5,112,112000,37,2,1500,0.8707,1
5.200417,5200.417,1,1,15,8,1,2,4,2,64.718,64718,57,3,700,0.6624,1
3.443467,3443.467,2,2,10,9,1,2,2,5,72.2,72200,49,0,500,0.6792,3
5.3108,5310.8,1,1,12,6,2,1,0,2,24.779,24779,65,0,1500,0.2925,0
4.527467,4527.467,1,1,15,4,1,4,2,2,6.35,6350,75,2,5039,0.0516,0
1.284667,1284.667,1,2,12,5,2,1,1,1,29.187,29187,87,1,1346,0.3375,0
1.7084,1708.4,1,2,12,5,2,2,1,1,22.799,22799,87,1,1309,0.262,0
3.742333,3742.333,1,2,13,9,1,4,2,2,95,95000,53,0,3000,0.8193,2
3.623133,3623.133,1,1,15,2,1,4,2,2,10.763,10763,67,2,1300,0.0818,0
5.456833,5456.833,1,1,16,8,1,3,2,5,65.998,65998,35,2,950,0.6448,1
12.4818,12481.8,1,1,16,9,1,1,3,6,259.798,259798,54,2,2000,0.9845,2
5.019067,5019.067,1,2,13,3,2,4,1,1,12.992,12992,87,1,1200,0.1437,0
4.457033,4457.033,1,1,13,9,1,2,3,2,87.2,87200,53,2,1200,0.789,2
4.256543,4256.543,1,1,10,9,1,4,1,8,8.5,8500,48,1,1600,0.0563,3
1.958067,1958.067,1,1,14,4,5,2,1,1,18.907,18907,66,0,750,0.2045,0
-0.363267,-363.267,1,2,13,8,2,2,1,1,62.26,62260,78,1,1000,0.5179,0
18.922,18922,1,1,13,9,1,4,5,6,109.74,109740,50,0,2000,0.8557,2
20.92,20920,1,1,16,9,1,4,2,4,169.2,169200,36,1,2200,0.9519,2
3.3392,3339.2,1,2,13,6,2,3,2,1,20.399,20399,81,1,700,0.2359,0
10.8132,10813.2,1,1,16,6,3,4,1,1,39.699,39699,68,0,1500,0.4536,1
45.366065,45366.065,1,1,15,9,1,4,1,4,280.893,280893,38,1,5039,0.9957,2
11.0139,11013.9,1,1,14,7,1,2,1,2,44.064,44064,69,0,800,0.4844,1
13.7092,13709.2,1,1,16,9,1,2,2,2,142.399,142399,74,1,1500,0.92,0
16.423514,16423.514,1,2,13,9,1,2,6,2,104.8,104800,51,1,2762,0.851,1
23.56175,23561.75,1,1,15,9,3,1,2,4,96,96000,33,0,1300,0.8205,2
9.5335,9533.5,1,1,12,9,2,3,1,1,83.494,83494,59,0,900,0.8316,1
9.5904,9590.4,1,1,11,6,1,3,3,2,35.77,35770,64,2,3000,0.3866,0
12.60965,12609.65,1,1,15,9,1,3,3,2,62.686,62686,73,2,5039,0.8107,2
18.635,18635,1,1,12,9,1,3,2,4,104,104000,38,2,1300,0.8491,2
11.61045,11610.45,1,1,15,4,3,3,1,1,16.639,16639,50,1,1000,0.1863,1
6.4529,6452.9,1,2,12,7,1,2,4,2,33.059,33059,75,1,1420,0.3807,0
30.9411,30941.1,1,1,17,9,1,4,2,3,129.384,129384,67,0,1800,0.901,1
23.7444,23744.4,1,2,16,9,1,1,1,2,146.918,146918,68,1,1600,0.9198,2
14.747,14747,1,2,15,9,1,3,2,2,78.307,78307,55,1,2400,0.785,2
19.10015,19100.15,1,1,13,9,1,4,4,5,103.421,103421,56,2,2005,0.8488,4
31.7948,31794.8,1,1,13,9,3,3,4,1,101.57,101570,56,0,1027,0.8352,1
6.70055,6700.55,1,1,12,8,2,3,2,2,21.599,21599,70,2,1000,0.2501,1
8.55725,8557.25,1,2,16,7,3,3,1,1,40.219,40219,55,1,1100,0.5314,1
6.1132,6113.2,1,1,16,5,5,2,1,1,25.767,25767,71,1,1000,0.305,1
20.3705,20370.5,1,2,15,9,1,3,2,3,79.101,79101,52,1,1200,0.8086,2
3.9952,3995.2,1,2,13,6,2,4,1,1,30.999,30999,68,1,725,0.3576,0
17.0705,17070.5,1,1,14,9,5,4,2,2,137.7,137700,57,0,1200,0.9108,1
12.60355,12603.55,1,1,12,8,1,3,2,5,36,36000,36,1,1239,0.4187,3
24.876315,24876.315,1,1,16,9,1,1,2,4,348.854,348854,33,2,1650,0.9744,2
30.083,30083,2,1,12,2,1,3,3,4,-22.744,-22744,51,0,5039,0.0615,2
18.90625,18906.25,1,1,15,8,1,4,3,6,60.808,60808,51,1,1500,0.6312,2
16.274,16274,1,1,13,9,1,2,2,3,107.505,107505,51,1,1515,0.8222,1
40.848065,40848.065,1,1,15,9,1,1,2,6,376.704,376704,38,0,5039,0.9922,2
2.8317,2831.7,1,2,11,4,2,3,0,1,15.215,15215,87,0,800,0.1671,0
19.7242,19724.2,1,1,16,7,1,1,2,2,43.274,43274,65,1,2000,0.5247,0
14.9985,14998.5,1,2,12,8,1,2,4,2,70.252,70252,57,1,700,0.6805,1
7.94325,7943.25,1,1,13,5,4,3,1,3,28.46,28460,29,1,950,0.3023,1
19.5548,19554.8,1,1,16,9,1,2,4,4,43.2,43200,57,2,1864,0.4887,2
36.20005,36200.05,1,1,15,9,1,1,3,4,183.447,183447,35,1,1500,0.9711,2
5.2611,5261.1,1,2,11,7,1,3,2,3,48.5,48500,52,2,600,0.5207,2
12.15425,12154.25,1,1,12,6,1,4,4,3,28.302,28302,57,3,400,0.3101,3
16.6658,16665.8,1,1,15,9,1,2,1,3,100.351,100351,55,0,1200,0.8673,3
10.28115,10281.15,1,1,12,9,3,1,2,4,69.2,69200,49,0,1500,0.6765,3
7.97915,7979.15,1,2,13,9,2,1,1,2,58.27,58270,70,1,1500,0.7158,2
4.647,4647,1,2,13,2,5,2,1,2,7.2,7200,29,1,500,0.0598,1
8.1712,8171.2,1,2,12,5,2,3,1,1,14.035,14035,82,0,1106,0.2565,0
14.83395,14833.95,1,2,10,9,1,4,3,3,52.521,52521,55,2,1300,0.5816,3
7.274,7274,1,1,12,4,1,3,1,4,17.837,17837,60,1,1617,0.2039,2
7.764,7764,1,2,14,2,1,1,2,2,7.902,7902,52,1,600,0.0693,2
5.7872,5787.2,1,2,12,5,2,1,1,1,23.841,23841,87,1,1615,0.2726,1
11.5804,11580.4,1,1,15,6,1,3,3,2,35.88,35880,68,2,1772,0.4179,0
38.47075,38470.75,1,2,16,9,3,1,1,1,95.023,95023,58,1,1500,0.8079,1
15.7124,15712.4,1,1,12,6,1,3,2,2,36.635,36635,75,1,1800,0.4268,1
11.671,11671,2,1,15,8,1,2,4,4,51.636,51636,28,2,1200,0.6028,1
5.0332,5033.2,1,2,17,4,2,,1,1,16.955,16955,72,1,1400,0.1898,0
8.5824,8582.4,1,2,12,9,1,4,1,2,90.878,90878,76,1,2000,0.8041,0
8.68375,8683.75,1,1,15,5,4,3,2,1,25.22,25220,62,0,1500,0.2449,1
10.73545,10735.45,1,2,15,7,1,3,2,2,45.977,45977,64,1,1500,0.5041,2
20.6065,20606.5,1,1,13,9,1,1,1,4,74.458,74458,39,1,1500,0.7616,2
13.017,13017,1,1,15,9,1,2,2,2,66.332,66332,30,1,1200,0.7406,2
4.5954,4595.4,2,2,12,5,1,1,1,2,24.744,24744,68,1,1000,0.2923,0
6.9535,6953.5,2,1,13,5,2,2,2,1,23.495,23495,72,2,750,0.268,1
20.9755,20975.5,1,1,15,9,1,1,1,3,155.25,155250,48,0,2200,0.9418,3
9.492,9492,1,1,14,6,1,2,2,2,31,31000,47,1,350,0.3578,2
3.0174,3017.4,1,2,10,5,1,3,1,2,19.799,19799,87,0,300,0.2271,0
13.09425,13094.25,1,1,15,9,1,1,2,5,76.03,76030,41,0,1000,0.7095,2
11.689764,11689.764,1,2,12,6,1,3,1,5,15.486,15486,60,0,600,0.1703,1
8.5543,8554.3,1,2,12,8,5,3,2,3,35.38,35380,40,1,1100,0.376,2
17.6722,17672.2,1,1,16,9,1,3,2,2,81.949,81949,69,2,1000,0.7723,1
7.2405,7240.5,1,2,12,8,1,3,2,4,52.795,52795,30,0,450,0.6255,1
3.8539,3853.9,1,2,12,6,1,3,2,1,15.874,15874,77,1,700,0.1694,1
17.3914,17391.4,1,1,15,8,1,4,3,2,63.144,63144,66,2,3000,0.6535,0
17.5872,17587.2,1,2,12,8,1,3,5,4,56.525,56525,65,3,2000,0.6001,1
15.50125,15501.25,1,1,12,9,1,3,3,4,94.15,94150,46,1,1400,0.8115,2
6.214214,6214.214,1,2,13,9,1,3,7,2,163.577,163577,68,1,800,0.9496,1
13.0814,13081.4,1,1,17,7,1,4,1,2,45.655,45655,70,1,1100,0.5051,1
28.351,28351,1,1,17,9,2,4,2,2,114.254,114254,60,2,2400,0.8941,2
21.004,21004,1,1,16,9,1,2,3,4,100.896,100896,35,1,1800,0.8638,2
11.95545,11955.45,1,1,13,9,1,3,2,2,69.021,69021,65,1,1500,0.6984,2
5.1212,5121.2,1,2,11,1,2,3,1,1,3.364,3364,79,1,1000,0.0323,0
19.6324,19632.4,1,2,12,8,1,2,3,2,57.893,57893,73,1,1000,0.6188,0
17.381,17381,1,1,14,9,1,3,2,5,100.75,100750,32,1,1100,0.9412,2
7.603,7603,2,2,12,4,1,1,2,3,16.224,16224,36,1,500,0.1817,0
35.30875,35308.75,1,1,12,9,1,3,4,4,206.752,206752,56,2,5039,0.9716,2
27.3003,27300.3,1,1,13,9,1,4,3,3,199.218,199218,68,1,3000,0.987,3
30.56075,30560.75,1,1,17,9,1,1,1,4,165.5,165500,32,1,3000,0.9503,2
7.86175,7861.75,1,1,14,7,5,2,1,1,38.711,38711,51,1,1200,0.5111,1
14.23475,14234.75,1,2,11,9,1,4,3,6,65.158,65158,45,2,3000,0.6913,1
8.43465,8434.65,1,2,16,8,1,3,4,3,55.716,55716,75,1,800,0.646,1
4.68015,4680.15,1,2,15,1,3,1,0,2,4.841,4841,87,0,450,0.0433,0
29.548014,29548.014,1,1,14,9,1,3,2,3,204.6,204600,63,2,2000,0.9714,2
28.95575,28955.75,1,1,14,9,1,1,2,2,118.588,118588,32,2,2500,0.9216,2
5.0115,5011.5,1,2,13,5,3,4,1,2,14.423,14423,72,1,3000,0.1555,1
11.94325,11943.25,1,1,12,5,5,3,1,2,28.778,28778,34,1,1200,0.2929,1
26.153514,26153.514,1,1,13,9,1,4,3,2,280.363,280363,58,1,5039,0.9451,1
18.888,18888,1,1,16,9,1,3,3,3,165.9,165900,42,2,1600,0.9494,1
6.69875,6698.75,1,1,12,9,4,4,1,2,65.263,65263,26,1,900,0.6971,2
10.15425,10154.25,1,1,15,9,1,3,2,2,71.311,71311,49,1,800,0.7536,2
16.46675,16466.75,1,2,12,9,1,1,3,2,25.629,25629,59,2,1500,0.3706,2
8.82125,8821.25,1,2,12,6,1,3,3,6,40.83,40830,39,1,400,0.3766,1
23.1165,23116.5,1,1,16,9,1,3,1,4,160.5,160500,38,1,1870,0.9475,2
14.03925,14039.25,1,1,13,9,1,3,3,2,76.5,76500,31,2,1400,0.7141,2
17.7247,17724.7,1,2,11,8,2,3,1,3,68.964,68964,77,1,700,0.684,1
31.93365,31933.65,1,1,16,9,1,2,2,2,122.323,122323,65,1,1500,0.9201,2
10.7117,10711.7,1,1,12,7,1,3,4,4,27.478,27478,41,2,700,0.2267,2
9.57375,9573.75,1,1,11,2,1,3,3,4,8.321,8321,48,1,400,0.0725,1
17.8815,17881.5,1,1,14,8,1,3,4,5,63.552,63552,49,2,1300,0.6564,2
24.46745,24467.45,1,1,14,9,1,3,1,3,56.382,56382,55,1,5039,0.6734,3
8.0985,8098.5,1,2,11,5,1,3,3,2,31.9,31900,41,0,1098,0.3309,1
26.41525,26415.25,1,2,15,9,1,4,2,2,98,98000,62,1,1200,0.828,2
21.04,21040,1,1,13,9,1,1,3,6,100.116,100116,53,2,750,0.8392,4
7.10445,7104.45,1,1,10,5,5,3,0,5,11.991,11991,87,0,1300,0.1146,0
9.1222,9122.2,1,2,12,5,1,1,2,2,22.799,22799,54,2,500,0.2622,0
5.5444,5544.4,1,2,11,5,4,3,0,13,16.811,16811,46,0,250,0.1884,4
15.3337,15333.7,1,1,12,9,1,1,2,2,87.377,87377,63,0,1500,0.7891,1
7.72115,7721.15,1,2,12,7,1,3,2,2,42.998,42998,76,1,1200,0.486,0
9.89875,9898.75,1,1,16,7,5,3,1,1,47.651,47651,53,1,999,0.5229,1
11.92515,11925.15,1,2,13,9,1,1,2,2,10.699,10699,69,0,1200,0.1836,2
5.7848,5784.8,1,2,11,8,2,1,3,2,38.423,38423,65,1,800,0.4435,1
10.3705,10370.5,1,2,13,7,1,,5,5,48.162,48162,41,0,650,0.5198,1
13.07425,13074.25,1,1,12,8,1,3,4,4,58,58000,32,2,950,0.6178,1
13.24725,13247.25,1,1,13,9,1,4,2,4,140.029,140029,38,0,800,0.9153,2
24.70285,24702.85,1,1,15,9,1,3,1,3,92.939,92939,43,1,2100,0.8168,2
15.4131,15413.1,1,1,13,9,1,3,2,2,76.412,76412,74,2,1200,0.7295,1
5.74105,5741.05,1,1,13,3,5,2,2,1,21.5,21500,30,0,750,0.2484,1
10.2362,10236.2,1,2,12,6,2,2,1,1,37.808,37808,80,1,700,0.4348,0
7.59945,7599.45,1,2,13,6,3,2,1,3,34,34000,44,0,700,0.3962,1
23.131314,23131.314,1,1,13,9,1,3,3,2,298.304,298304,53,1,2000,0.946,1
32.1875,32187.5,1,1,15,9,1,1,2,5,142.8,142800,38,1,2000,0.9208,2
10.57165,10571.65,2,1,12,7,1,3,5,2,50.842,50842,65,0,750,0.5167,1
5.16555,5165.55,1,1,13,5,1,4,3,2,0.008,8,55,2,1200,0.0029,2
1.67445,1674.45,1,2,10,2,3,3,1,1,8.687,8687,64,0,200,0.0754,0
8.92945,8929.45,1,2,14,8,1,4,2,3,60.756,60756,46,2,2107,0.5926,1
2.5442,2544.2,1,2,11,4,3,3,4,1,18.93,18930,65,2,400,0.2215,0
4.45895,4458.95,1,2,12,6,2,3,1,1,34.234,34234,74,0,1000,0.3819,0
11.21575,11215.75,1,1,10,9,1,4,0,2,99.26,99260,87,0,3000,0.8633,1
28.2505,28250.5,1,1,12,9,1,3,3,2,144.68,144680,53,0,2000,0.9607,2
6.8963,6896.3,1,2,15,9,1,2,2,2,55,55000,58,1,1000,0.5874,2
23.3185,23318.5,1,1,15,9,1,2,3,2,91.666,91666,54,3,1444,0.8372,1
6.33,6330,2,1,10,5,2,3,3,2,25.283,25283,81,1,400,0.3009,1
15.34225,15342.25,1,1,14,8,1,2,5,2,54.345,54345,50,2,1800,0.6059,2
9.5525,9552.5,1,2,15,9,5,3,4,1,84.223,84223,59,3,1400,0.8162,1
9.23875,9238.75,1,1,11,9,1,4,1,4,116,116000,58,0,1200,0.8806,3
6.283,6283,1,2,11,3,5,2,1,4,14.267,14267,75,0,1200,0.1259,1
9.64265,9642.65,2,1,13,9,1,2,2,5,67.396,67396,35,0,600,0.739,2
11.61715,11617.15,1,1,13,9,5,4,1,1,74.858,74858,68,1,1481,0.7573,1
31.57175,31571.75,1,2,16,9,1,4,3,2,115.918,115918,51,2,1200,0.8982,2
19.129,19129,1,1,12,9,1,3,3,2,69.516,69516,51,3,800,0.7143,2
8.8,8800,1,2,13,8,3,3,4,3,43.196,43196,57,1,200,0.603,2
5.734,5734,1,1,12,6,5,2,1,1,32.587,32587,36,1,700,0.4148,1
22.6197,22619.7,1,1,12,8,1,3,3,4,70.088,70088,49,1,800,0.6746,2
16.84985,16849.85,2,1,13,8,1,3,1,5,0.699,699,42,0,1700,0.0083,2
26.2504,26250.4,1,1,16,9,1,2,2,2,141.298,141298,71,1,5039,0.9267,0
23.9995,23999.5,1,1,12,8,1,2,3,3,67.9,67900,52,1,2400,0.676,3
18.121,18121,1,1,12,8,1,4,4,4,55.179,55179,43,0,2500,0.6222,2
12.18115,12181.15,1,2,15,8,1,3,2,2,59.738,59738,70,0,1218,0.6361,1
18.325314,18325.314,1,2,15,9,1,4,6,4,200.9,200900,39,2,1800,0.97,2
5.45445,5454.45,1,1,16,3,3,3,1,1,7.327,7327,72,0,1200,0.066,0
17.75975,17759.75,1,1,15,7,1,4,2,2,45.87,45870,55,2,5039,0.5251,1
18.59175,18591.75,1,1,15,9,5,4,2,1,106.427,106427,41,0,2500,0.9043,1
14.186,14186,1,1,16,9,3,4,2,2,71.599,71599,60,2,2200,0.701,1
10.58675,10586.75,1,1,12,8,1,1,4,2,60.58,60580,60,3,800,0.6249,2
7.5265,7526.5,1,2,12,6,3,3,2,1,37.2,37200,46,1,500,0.4336,1
15.2176,15217.6,1,1,14,8,1,4,4,2,59.63,59630,51,1,1400,0.5943,2
9.42375,9423.75,1,1,14,4,2,4,5,4,18.041,18041,59,3,1300,0.2077,3
7.0294,7029.4,1,2,14,8,1,4,3,2,39.933,39933,75,1,950,0.5307,0
30.729,30729,1,1,14,9,3,2,3,1,140,140000,60,3,1777,0.9168,1
13.1295,13129.5,1,1,15,8,1,3,3,2,52.5,52500,55,3,1500,0.553,2
8.72125,8721.25,1,1,15,7,1,3,2,5,46.6,46600,38,1,1000,0.482,1
24.23975,24239.75,1,1,14,9,1,2,4,4,131.225,131225,48,1,1200,0.9066,4
19.959565,19959.565,1,1,17,9,1,1,2,3,174.645,174645,42,0,1400,0.9584,2
32.666057,32666.057,1,1,12,9,1,3,5,6,152.164,152164,39,3,1450,0.9616,4
7.12525,7125.25,1,2,14,7,1,2,2,2,37.181,37181,47,1,800,0.4801,1
20.57325,20573.25,1,1,12,9,1,4,1,8,73.932,73932,46,0,1500,0.7112,3
13.0965,13096.5,1,2,15,9,1,2,3,2,111.71,111710,63,1,1000,0.8678,2
4.5445,4544.5,1,2,15,6,5,2,1,1,33,33000,32,1,300,0.3686,1
19.6865,19686.5,2,1,15,9,1,2,5,5,74.078,74078,38,0,800,0.7637,2
13.521,13521,1,1,13,9,5,2,3,2,78.005,78005,26,0,2000,0.7451,2
7.1227,7122.7,1,1,12,5,5,3,1,1,22.071,22071,32,0,1200,0.2786,1
11.65125,11651.25,1,1,15,8,3,4,1,2,60.81,60810,49,1,1000,0.658,2
3.6057,3605.7,1,2,14,4,2,2,0,1,17.997,17997,55,0,550,0.1954,0
15.8185,15818.5,1,1,16,9,1,1,2,3,103.684,103684,46,1,1200,0.8804,2
6.8647,6864.7,2,1,14,9,1,2,3,2,75.198,75198,64,0,800,0.771,1
13.4,13400,1,1,15,5,1,2,5,2,20.895,20895,64,4,700,0.2374,0
10.1149,10114.9,1,2,12,6,1,4,4,2,29.294,29294,87,3,2000,0.3383,0
17.6539,17653.9,1,2,15,8,1,4,2,2,54.691,54691,76,1,1200,0.5842,1
7.55575,7555.75,2,2,13,6,3,3,5,1,29,29000,60,0,600,0.3566,1
6.88275,6882.75,1,2,14,9,3,3,3,1,82.08,82080,66,2,600,0.7526,1
29.74625,29746.25,1,1,15,7,1,3,1,5,44.966,44966,47,0,5039,0.4813,2
19.6449,19644.9,1,1,12,6,1,2,2,2,30.048,30048,68,0,1400,0.4135,1
32.672464,32672.464,1,1,12,9,1,3,3,7,83.227,83227,30,1,3000,0.7778,5
6.16885,6168.85,1,2,12,6,1,2,3,2,32.76,32760,81,2,500,0.3751,1
2.6999,2699.9,1,2,11,3,2,2,1,1,11.641,11641,69,1,400,0.1089,1
28.62975,28629.75,1,2,15,9,1,2,5,2,154.7,154700,57,0,1000,0.9386,2
9.2165,9216.5,1,2,12,9,5,3,1,2,67.301,67301,35,1,600,0.7685,2
20.058,20058,1,1,14,9,1,1,1,2,90.293,90293,54,0,2000,0.7883,1
7.73615,7736.15,1,2,12,8,1,1,4,5,67.69,67690,71,2,1012,0.6762,2
12.4803,12480.3,1,1,14,9,1,3,2,2,75.1,75100,63,0,1400,0.7259,1
14.96225,14962.25,1,2,14,9,1,3,4,2,118.645,118645,56,3,900,0.8785,2
9.2224,9222.4,1,2,11,5,1,3,1,2,27.334,27334,87,1,700,0.3207,0
8.4554,8455.4,1,2,15,7,1,2,2,2,50.338,50338,87,1,1484,0.539,0
7.0175,7017.5,1,2,13,1,3,2,2,4,4.208,4208,31,2,600,0.0411,1
7.2835,7283.5,1,1,15,6,3,4,1,2,41.5,41500,33,1,1200,0.4382,1
5.4152,5415.2,1,2,11,5,2,3,2,1,26.792,26792,75,1,1038,0.3156,0
8.6282,8628.2,1,2,13,5,2,3,1,1,22.327,22327,87,1,1500,0.2584,0
14.7314,14731.4,1,2,12,7,1,2,3,2,49.989,49989,68,2,700,0.5469,0
16.8735,16873.5,1,2,13,8,1,3,3,8,46.803,46803,36,1,900,0.5602,2
13.38895,13388.95,1,1,13,5,3,3,1,1,27.35,27350,68,1,1800,0.3228,1
7.0702,7070.2,1,2,14,4,2,2,2,1,17.371,17371,72,0,1500,0.1994,0
22.944714,22944.714,1,1,17,9,1,3,2,2,312.839,312839,69,1,2500,0.976,1
22.124,22124,1,1,15,9,1,2,3,4,84.865,84865,52,0,1500,0.9416,2
3.22,3220,1,2,10,3,1,3,1,2,10.359,10359,71,0,800,0.0954,0
23.9245,23924.5,1,1,13,9,1,2,3,2,86.923,86923,33,1,2000,0.7993,1
28.20345,28203.45,1,1,13,9,2,1,2,2,215.763,215763,39,1,2500,0.8996,2
8.66745,8667.45,1,1,12,6,1,1,3,4,44.652,44652,35,0,800,0.4431,1
13.991,13991,1,1,16,9,1,2,3,3,93.483,93483,42,3,1500,0.8183,2
14.6417,14641.7,1,2,13,8,1,4,4,2,59.437,59437,72,1,800,0.6231,2
11.85475,11854.75,1,1,12,8,5,1,1,5,53,53000,29,0,1250,0.574,2
5.5954,5595.4,1,2,12,7,1,1,1,2,40.302,40302,78,1,1573,0.4643,0
14.3777,14377.7,1,2,14,9,1,2,3,4,107.52,107520,52,2,1500,0.8582,3
13.40645,13406.45,1,1,13,9,1,3,1,2,71.366,71366,64,0,2000,0.7005,0
8.6739,8673.9,1,2,10,6,1,1,1,2,30.478,30478,70,1,1364,0.3527,0
19.39755,19397.55,1,1,12,8,1,2,2,3,55.72,55720,53,0,1000,0.5997,3
8.8032,8803.2,1,2,11,7,1,3,3,3,31.498,31498,78,1,800,0.3663,2
10.0014,10001.4,1,2,15,5,2,3,3,3,27.87,27870,60,3,1800,0.3289,2
8.6795,8679.5,1,1,12,7,5,3,3,2,45.9,45900,55,0,1600,0.5103,2
15.84635,15846.35,1,1,12,9,3,4,3,3,102.142,102142,66,1,1400,0.9478,3
15.043,15043,1,1,16,8,1,3,2,3,48.063,48063,33,1,1600,0.5921,2
5.40075,5400.75,2,1,14,5,3,3,2,2,26.29,26290,51,1,500,0.3336,2
8.096,8096,1,1,13,2,5,4,5,1,-19.41,-19410,52,1,1800,0.0622,1
11.521,11521,1,2,16,8,5,3,1,1,57.718,57718,58,1,600,0.6308,1
17.1765,17176.5,1,2,13,7,1,3,2,2,40,40000,54,1,1325,0.4621,1
14.8321,14832.1,1,2,15,9,3,1,3,3,98.9,98900,62,0,1900,0.8285,3
6.7162,6716.2,1,2,12,4,2,1,1,1,18.36,18360,87,1,950,0.2115,0
